sample_id,source_video,camera_id,location_id,recording_session,split,class_labels,sha256,phash
crop_00021,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;vest,bcfeaba38f9316360aa8665ca21a80456cfd52ead7c4e5d31b307ae4258e28de,3815d0d8515bffcf
crop_00022,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;vest,3b02636fd04557d8ee289cff896d9120c7305c812e1af26f89b7a58822961873,61a9a6ba128fca98
crop_00023,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;vest,c163288cb4e0b06ef2a4b2426fecfbcbb329c3f7030ee21113c983d081b4b0c6,677dc754bad8a113
crop_00024,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;vest,96363f9a88b313beb0d003b5a053776e53b535d958d30cac2c835aed2f075d4b,3930ec4560750c62
crop_00025,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;vest,0f52052f6fec009273553624612857bd44c628aff4df544cefc855f51c7cd97a,933881f3acc69acc
crop_00026,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;vest,3b52754e56e1093956c1a0ed5ed1fe580ee4752249e90c5f272a9725ae5fcead,7be0094a7c17677d
crop_00027,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;vest,30f07722bddcf6a9e578da01fca6fe5b429bd330a39eb3e067e89783b45545d2,560a54450f8d91d2
crop_00028,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;vest,0251ce3e83bdeda3d3cea7a1331be9ac8853e1a3064701a377660aa5a7d132ed,6bcfb5d6950d8e3e
crop_00029,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;vest,2172e26661fe8fabe58f6a43d4ed8c508efc844c26a977d8af536e9c2f6b06b8,d72a9dd3ac3445ac
crop_00030,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;vest,60020c1816f97bf5e4fb8f098d9b280ef8872385eaacff3b8c1910a25d12cbc6,f0cf2cee504f1f20
crop_00031,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;vest,176103194fbe8b9e58df5e31943867e5877382e894390a9c53dd90a021a9c749,a4148e3a8537859e
crop_00032,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;vest,115420605850b02cd3f9d301941e3083e6265d1f23d547e70049f6d736590c85,8b088a7d837aaf9b
crop_00033,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;vest,403583afbff1eaeac20c3a36c4d5a6067a5df863fade3133a6b5a1ad8f6515d3,cc4134e27885bb6a
crop_00034,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;vest,d12508f5d88c87e4bf7a6590b478502345b367b14507566d6b943e8bc391e3e1,53a04f32bb0b7fda
crop_00035,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;vest,742b57048de1ba732b33b961291c2727718dd4d2bd248fa68658a8147401f31d,f3138330af10edd2
crop_00036,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;vest,357961822fdfe4c3f90eed3ecb7e2a3fddb0a86f10ac3300399d45edccedeff1,9c94c257f142494f
crop_00037,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;vest,5569ef4587e7c90a564d5689b77d4ede1e620a0d808e49c438bfa3298e5bdc4f,ad80c6949b149f6f
crop_00038,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;vest,89bbd937b1641145ba500ae93af944576f03c2edc710dd89b32d1cdc3d92c047,30d2ea162fe41762
crop_00039,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;vest,1685baddc28b780d88b456b602bc3896f5f8ad2e51cabae760dd1775c2f3fa1c,d3334be49a7123c8
crop_00040,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;vest,12878fc6b56fd9e733e8259d02e40b956c707a611644626b37867db7ffa90644,9997b9a5600835aa
crop_00041,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;no-vest,6f14a60bc04450bd260dd64d4c63f5fe7679100047f8d1ecd3e3e19a703dac51,989b593b3b6c9e5a
crop_00042,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;no-vest,611e28399161e322da5eaa04a05d3167ecf6fb2c26915e4a4c2928f2f6a5783d,6b654ceb8109a239
crop_00043,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;no-vest,46400056a731b3131f08a15ff3496bc83a7c96c0f9f97bd39e764c02987d0421,d216c3eefadffe77
crop_00044,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;no-vest,0fd6f27d96c44c54fd37fb70f93b5da768dc7d1d08e2823dc9ac884f77b0dc20,9d0b86909d7ed74f
crop_00045,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;no-vest,db9fc446745de276a812247e156890dc2608368afb9f34364f65667e1cffabb7,d3c64444017a7097
crop_00046,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;no-vest,fc929e305719869c05cbe6eae4eeef357dc1ea087d643579314d7cee05990416,fb7ea61c00a2d8ff
crop_00047,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;no-vest,464104f92f20c411b83433cf6c8788ab3743a9b05e73f3aa62ddb3c9d960c7ab,375b299d01323e6e
crop_00048,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;no-vest,af3933985198bc78ce1835deab2a1627b87940080abf338527b9387ac87d4bdb,83124c6f80c75e86
crop_00049,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;no-vest,27617cbc31fa13af76812e6acd49e1a75e652713b9b143476211113dbfb9d2e5,033d1533695b7692
crop_00050,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;no-vest,74ae502895cef6096bc1c3c623d6e4cf86bd50e6bde9e021a29fb27131b4eead,3826bfee52303706
crop_00051,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;no-vest,3f56e702e3841ab3ee667e5fa8b3d7334758f557046ab6f3fd0dce995fd71588,7dacffc761681482
crop_00052,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;vest,fa962995cb9f466ec77e798e36b714b6452cc4d35694a491e928d15fe94ca301,f24c29a7685304ac
crop_00053,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;vest,ce22cf3e77faf1aa8b4b17a1cfb68e5c4b04aa9961681937e879da9af4bf522a,25c165ea4886f0f6
crop_00054,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;vest,ccd61904576614ec85bc89b19fbc1be057dc08c70f98985109c3d5306b04b350,1dd50b78774200bf
crop_00055,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;vest,022c0d9b8d930a952835ab5f35e748d9502b813169087618bb749c52431b3daa,cd95820c463d2e96
crop_00056,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;vest,956bb4ed0df5736495ff369b4390d7f61229642fc02190a8617526b0f977f7dd,0bb0bc90c24eb592
crop_00057,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;vest,8458aa0db328ccd3c11eefddbb35b0a2e1ba89262e73fce4f4802b4973553f88,b20450ce4cc2bf53
crop_00058,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;vest,a5f253a94876041896e7a495a62525fa3d461c95ff548e0e36ab2a075369f018,8dbce42138a21e44
crop_00059,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;vest,5731c243df5c312d564958bfbb8dbf6901af7524d348928a30e175ee3d0f3572,d1f2a3adc7143231
crop_00060,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;vest,3e6255589415237e9cbaf11866c119ac747553aeac0a5e543d04e72fdf2292a4,bd3d3da03c89467b
crop_00061,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;vest,788ddc397a5616b14cac6375bb3659540a597a418dafc80ecdf3ea9d27d5f90e,f148d58c09ebebfd
crop_00062,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;vest,12874c4be4fd6f862f298fd0eef14e3e9ec251d50a31efdd0759197ee2a42ff8,e4bca7a08a4d82e4
crop_00063,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;vest,0082c6f2dd12d3c3f6bf1c118df97ea139f8a8cb1da85d0ea953fea944ed1c08,28769c4d384453d9
crop_00064,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;vest,b657fda2a91f1192a4d2f7630b2ed56ad8a5537baeda5a275855d46a03260f05,785690297ed43b35
crop_00065,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;vest,e62c7d4641c1f5aa540d1aff06ab9cb11bf9f49b4cfcc4890ac7ea03dff41497,8bc9c2a4b36e9d54
crop_00066,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;vest,dbb7e023cdc972797cf7c3e4d08ccdbbf12947c21dfa89dd9003f6bcff30f672,90f1d1b3ea177b3a
crop_00067,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;vest,ff7d3846244619e26d3e21beaddd5366b134ac4c2e2087d86bc08a9b9ab2d26a,e4b3b6be2bd24f0e
crop_00068,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;vest,51107dd7a23538ee748315feb5aded61a0bb9cd7a4b2c7638e209af858d83eb4,d1186f42d0a29936
crop_00069,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;vest,aa452e104bfc80d4ad551ae02a2b611e798d6dcd5493d32d80704162fa098e0b,4336db276eee169d
crop_00070,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;vest,694d4b90ccfc76201e781637cd7f5e4890409f049e495db648b1d42f842e7055,88151c74e5437fa9
crop_00071,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;vest,53f2912ed929cd0f5213610ad35f32cb021e05aded7f6eec1c3e52dd0e64732c,3977432f170b2a96
crop_00072,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;vest,c1da4d41be3e6de33db3f7f3a7f6e4e6823ad710b052c16dc607eddfd45ac877,630a844e91ecd18e
crop_00073,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;vest,918038ef4c2c4ae322f127c8e1f2abe0f271218faf46d0e5b4c492fba85c02d0,555be325c0a9d8f0
crop_00074,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;vest,7098b9871ce07ad95b601f304614353f2de78ff9f8ca4d8b86d3ecbfc3e7112c,edd30311d6b74c7c
crop_00075,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;vest,2b984c3a0bbd99fd79137cf270cd922d651aede86e7db896981d6f604e9e3b2a,dd1733d8225ca70a
crop_00076,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;vest,6dc57736121c7814378bdc3ab79844af3ae96fd2ebbebd07cf461350ca922994,80a026fcfa6a9efa
crop_00077,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;vest,6d9192d19f07d9721ef77703662a57e5fad7a5605cf8547ae0471776641e6f18,84d8775aafcc00d1
crop_00078,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;vest,5ced2feb0f319051325530c5faaa800838a5d815796c219980b907167a6fb935,cbba12b3ecdf6a44
crop_00079,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;vest,4595b85f16003ca209992de921ef0e61560a3d87434c6756758ec0d429a31669,5bd03d45d9e8000e
crop_00080,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;vest,be1b63e04efccaf8c15631d5a3ac1742b7c723259177d9905550272b31e76bd3,446301838e634ee8
crop_00081,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;vest,8b32757279dd3c25f38c38f0dbddcd0d78c7600adf7420d300f9cf0a5032aa2a,b60daa1ef7c1c357
crop_00082,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;vest,a616bb47d2b86ee1c79ef18dc007dea231472406b14b74f68473e52988c65c14,ce812fe66afb3192
crop_00083,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;vest,0a148ae2989baba33cd7ed3fc5a0c1de252b60541f8d0f91ae51d58952af61d3,8a93349857aae036
crop_00084,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;vest,31f9089d0c21deac99d3afc747798ceb9374a0cb7a21b2c6392486142f67e203,4015f5f24c45c799
crop_00085,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;vest,fac757c1345570630f90658f15e59f76f0075409c158c85aeefaf26976632acc,af7d63e6186738a7
crop_00086,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;vest,0c49e2cc909b2fb5a2dbc482e3a2fa998456c395c246b12600ca813a90bd1e1c,38355bb82a51d46a
crop_00087,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;vest,aaea8dca64ba6af081f5aa691f70936e1699980634b49e27d025e298b2a409aa,ef656a683811e410
crop_00088,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;vest,9af39e918be685943c54d9de032667283312e49c2e69f3cda54056ad4982505d,f33cd653016458b6
crop_00089,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;vest,f16d3ecdc53cae4fc2c04ee81eee80ff7a2e343fef066e610430b59a98211eca,2d24280cf761bc6d
crop_00090,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;vest,cfe96c6b071b1c6a8374c428a13de288ad225b773420aabf810666f3b509cdfb,28c2eb8de14c1edb
crop_00091,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;vest,0b0badd66e6bd9b65ca87011aef084a0be6baba9b9d723b908d14f491b4ee605,9dd0d3983f5c0339
crop_00092,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;vest,c4ff81eaa854c2d9e974a8ed1c2a0f9d1f94fdb71906a76eac8ed50eaf795cf3,66137dba6d4dde5c
crop_00093,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;no-vest,931f0f02cc1f684aa266e962cafb9110c41cc2a3f38cb6f9b543887715ca58c1,41ae55872eb2d579
crop_00094,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;no-vest,de5da28c143309681454a3f096cccf0719670be775783846a152d700e4cfb7cb,b576d13545cf4f4f
crop_00095,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;no-vest,f06a2c50f48154f9fd3c7a17119f941b8de044e42cd0753cdd1f31d4c1ecc9da,8832ad277984a1e1
crop_00096,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;no-vest,0177a4be5df9b7c05f043b454024f5a6969c46f204da14200112bb43f5495451,c0f513c62f839a8a
crop_00097,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;no-vest,230fc36e2f2b1093808938088383fb4f6e6cd50fbab3e56d9b0f6e2d629fa922,e57999cbedcaa75e
crop_00098,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;no-vest,6f692e0a567ef204a7461d744b3ee438be8c8de77140ea68aeca8ece2d50e4ac,00e8e49878e9dbd5
crop_00099,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;no-vest,f29697f352d8c30de247de7496a1bafddbfc5254b6dd5f4f100028a7c01ecf77,47882f507b721982
crop_00100,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;no-vest,004c82c7ecf87fc0f2f12a4bff1f43e9d12b4504e23dcec9346bd39911ca5c22,776f99ad0eb0081b
crop_00101,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;no-vest,d5d351a55bfd0ce7487bc05d08bd697120c88eea89b6d32a4f28997524e13cc9,45e36782fe9e7035
crop_00102,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;no-vest,a5ff52f8a3f323beab018d66659f7337cad41f78da858292542d35bfa2c9a749,a349ed3e2df2a2af
crop_00103,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;no-vest,2c47f60a8bd2df26b708db7938ae7ffefba02212dc9684b5e567397fb040517d,b9270cd1b665db14
crop_00104,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;vest,7492c53e06308be86d2782d1150862178475721d11f4c420ce0d48e82fecf697,3b7e855f4ab76ce1
crop_00105,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;vest,0a27f25696c753e1439a7d4179ba56ba46c4a6a0587b45eb06caf8d91d48f01d,af48e8c0601030b4
crop_00106,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;vest,c45b5f5d54fba4cd39b2e965e21036e863f275829577e6c201d0971f1ad482ee,be73f3f76e450404
crop_00107,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;vest,08e8421e00571124920df1618d2e1aaa0e6d8b7b478a5be2624430ace53316e6,85066bee682237e5
crop_00108,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;vest,3ba31b715d2ab3901b5ad35bb7d7711a26908bf8c3a79a23ccf36818ed49be39,6a271a887be193e8
crop_00109,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;vest,3c5a03dc60d670aa1ae5bedf1d7ddc2d8c2eff0d8d50a85e2aa30afe8e48567c,b2ec4851b94d849d
crop_00110,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;vest,6164091d6ba428621a2d074eb57558ae80c475b796e6b23da07e1ff16b947061,c8a040286be76982
crop_00111,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;vest,aaa6ba2228773a855e1b7324c2bc970cf593da2288893f60431a491173adc506,b2f788f791bf030d
crop_00112,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;vest,2cb00ea32060295b0c5e189255169099c3c3f54049c9a9cec61377bd06c0383e,c1ceedd32b933636
crop_00113,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;vest,66a4a7036646928f01fdd4184f95543e0bb92336867f5ab1d6178ee16275b35a,593042fdde5741a6
crop_00114,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;vest,6a0ac40ce90b814700ed7f92917f0f615397b75a701b3f937d99ddd62f20f123,b2e425800c67dc81
crop_00115,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;vest,4cad03081a79546210164f9e95d14b7ed6ed07912f0483920a9db4a6c41c075e,75d945f3f44e6ed4
crop_00116,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;vest,515acae83bf5c174830b918e7f772538130a44a7cf3bf44a301df12df18c07f5,c410fcbacf32bf58
crop_00117,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;vest,8e8be757b8b24d72087ef22cfb1aaa75242ccd05b4ee7995ec1b16ec37f9853d,f0abcfe03f7342a0
crop_00118,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;vest,e080225b7933d96bcae3919d3443b670b15764b4e99b556048e49e88dcd2a30f,8dbba9d26aff41b9
crop_00119,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;vest,bd49a046765489ce02d53568390c8a821ff0714094b071568b5db6076922c7cb,0c460ce88d5921dd
crop_00120,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;vest,723447ca34cae93742b9112ce2b924dcef10323bffba5e54bc9de8155225a307,59102daf8570fef0
crop_00121,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;vest,ff74b55ed36f5b176af3b3dec57547b6472ed5ec9994be92cc9cbd02954cfaa8,a1678e171a9ec7f7
crop_00122,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;vest,00a9f204f6730ad96c60ded6e5da4d2683a17528a22cf2c581224cd966e90449,840ca754eccb0466
crop_00123,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;vest,1f5d5055e6dfbaadf800be11e69bcd9c10305bd75eb3567283a39b0512da4870,b1f6e76aca8b0495
crop_00124,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;vest,e2e79cc9005086289d86e05e46f2413c966a40b6cc6d685031b208bc8e5da906,74ca71415f0946de
crop_00125,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;vest,57edcac15fb5cc611f2033e8953baa079d29162fe0b2cb03067ef02e64bc8642,4b763dd1001e10c4
crop_00126,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;vest,9ca13a036ccf12b35f9d93ce473bac0f58bbfbbebbca352e91d443d98789d0e3,4543b9164e1121b8
crop_00127,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;vest,85b6dbfad60aa294b41c4b339cf00384ca56c7904c78cbd42a5fe35b82a6cc5b,cce6aedbbfa12f78
crop_00128,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;vest,cf99ea49ee316c02eed4cb701a3cfcd095d64792386f36098bb68c674b31c919,5d50abbdf4f502b2
crop_00129,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;vest,52182e6e2d4d4221738750fa37e21540c5d3d6b0a00ae2a242034a06d7dff1a9,a26e01c0815c410d
crop_00130,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;vest,c574c6dc65c9dcefbc0f04fe357e17c331c519091f5468b7e8586b7be75fda42,6eeb393dedfc4179
crop_00131,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;vest,de50cda9081697d5cee939ed9a4ef2cd7d06f062196446fe1e2089700d73fd89,14d23a4998762457
crop_00132,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;vest,e15f5e4a7cbb7a9ff2204ea584bbfed7eecfe70733f1f8ed7d8562bd0d112108,be1f8111b0b1c50d
crop_00133,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;vest,4a0fe29717666d686393cd077bb2a65cbbb208fb3c5b56490e830b2affc636f1,c7531bc9af1a010b
crop_00134,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;vest,ebacc674fbd88f3c84f1bc4d7ed68232e3904f4e7260bcd1190df382ab83a201,951b8d74a89e4b1b
crop_00135,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;vest,99f32edc3c073e6e2d7cbdec99e8eeae85b2eff0e121d599b0169ee75906ca36,7e0bf85dd9d8b575
crop_00136,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;vest,90be33550f801064e4b1c86ff63123167c4e6d080078d888b76f001c20703e23,f75f61e62b570b7d
crop_00137,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;vest,23ba4c8338333801b19501fb06f905595f68ac78c847dd9716fce4576d4dfa7e,f0f5613748684abd
crop_00138,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;vest,db28df953b7c3d9aae0ab61d5b54bc275ac80e2ce23f10b385975df787d47e47,8872182b932f722a
crop_00139,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;vest,e009f3204c5d15bde0010e08635979d14de3b270fe4f7b0080f05f32b0490516,989e1e6b59d8bee2
crop_00140,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;vest,2112c521ab8bf96ba710a1599874fbeae3155fc37fe63b76e91be79fc6dfc9fb,5287ec6b9c4a9718
crop_00141,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;vest,525ea1541188f2044a18c6904f20fc0350f8c3fcbe071544c32240d089f2cc81,7fa7b0600b8b514c
crop_00142,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;vest,76952c6c76dbc22f10db8cc40eef996f5e2f1419963a2a49a94d63291cae8b28,cd96a75c9e0882e4
crop_00143,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;vest,efd8fef87d84be001e201d30dbe996379f5caaa90193ec5f21c0347f709bf75e,d9adaba106b31d4c
crop_00144,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;vest,3c87457ac2fd85a79fa0fddd6b1e970a8a3292e06b9afffaa20ba8f3d6471fe1,668064b643d9dc1b
crop_00145,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;no-vest,d1988b783fb193b715104db6878e0b4278325c14d5a01975001ba1955321165e,64de33fe5a4c15fb
crop_00146,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;no-vest,54f6a5e007f4e089efadc1365153f50f9c20f717c4cb4953e3b11659d72348e9,128af10006e67158
crop_00147,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;no-vest,a648b06dd55785771ac0952bc4a5d94e5702a66c932d73f08cf5f3ac7aa32c64,5e2503dbbd17fa48
crop_00148,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;no-vest,f770db90b85f70e070a08fbe512a50616334c12c7595f4f6bf6910cee58f4706,bc9ea968b42a9d51
crop_00149,rec_session_01.mp4,cam_01,site_a,session_01,train,helmet;no-vest,9c27c6a19cc67a09bbdccfe01c1c9b434563afd7bf25daf59e6fcd2f6db6baef,c9b9d73e61d4aeac
